Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
a87dc480-7670-b78d-4e6f-e311bbcf9ab8,1976-11-30,,999-57-9631,S99974073,X30851083X,Mr.,Earle679,Berry486,Murray856,,,S,asian,nonhispanic,M,Pomona  California  US,359 Okuneva View Apt 6,Brea,California,Orange County,6059,92823,33.896934766050784,-117.8905235898066,10100.30,187823.71,20100
6f3ec64a-c315-2b26-5973-21ef2f09160f,1981-11-24,,999-14-3900,S99972011,X10902702X,Ms.,Velvet616,Belia417,Legros616,,,S,white,nonhispanic,F,Riverside  California  US,893 McGlynn Gateway Apt 0,San Ramon,California,Contra Costa County,6013,94583,37.770453690112504,-121.91869105402458,216814.71,1145477.33,162127
54f1059e-6250-3949-6dd0-1dda9b85d22a,2003-03-11,,999-28-3364,S99936929,X83246154X,Ms.,Fredricka415,Matha641,Crist667,,,,white,nonhispanic,F,San Jose  California  US,931 Bartell Ville Apt 84,Irvine,California,Orange County,6059,92676,33.74517092481692,-117.74997027981273,75228.78,326552.86,330702
d92132ce-06ac-3ab4-217f-97257a290b22,2011-10-22,,999-65-7810,,,,Dannette613,Darcie474,Bauch723,,,,white,nonhispanic,F,Berkeley  California  US,593 Doyle Ranch,Lemon Hill,California,Sacramento County,,00000,38.55092979196755,-121.40955183225064,2798.49,141417.37,31770
a02a3f43-b6f4-d209-4062-af0cec3b22c1,2015-08-29,,999-99-5386,,,,Jacobo456,Patricio639,Malave728,,,,white,hispanic,M,Gaudalajara  Jalisco  MX,530 Zboncak Landing Suite 63,Montebello,California,Los Angeles County,6037,90022,34.012467415112646,-118.14746462284438,33339.29,4690.13,65295
d62238e5-917d-0df5-5c35-6aa5d13f17af,1960-09-12,2016-09-18,999-28-3434,S99912659,X77035813X,Mr.,José Eduardo181,Ricardo560,Méndez913,,,D,white,hispanic,M,Port-au-Prince  Haiti  HT,1046 Lueilwitz Ranch Unit 15,South Dos Palos,California,Merced County,6047,93665,36.930284366172096,-120.68868820611614,288779.12,190216.25,36487
ae8722c8-8fe3-3bf6-9ae3-d25954bcb8b8,1965-03-19,2012-10-09,999-42-9609,S99965223,X14540269X,Mrs.,Yong583,Oralia106,Boyle917,,Turcotte120,M,white,nonhispanic,F,Apple Valley  California  US,113 Oberbrunner Trail Suite 11,Santa Ana,California,Orange County,6059,92703,33.70156373541448,-117.85518759005726,673064.84,1397556.79,48846
805bf5f6-fb63-f8fa-1c8c-27777625119f,1960-09-12,2012-02-13,999-62-5877,S99931139,X6214024X,Mr.,José Luis472,Alfonso758,Laboy63,,,M,white,hispanic,M,Port-au-Prince  Haiti  HT,516 Ondricka Lodge,South Dos Palos,California,Merced County,6047,93665,36.92866786829478,-120.66953485942149,280637.55,534700.05,36487
3c92addb-0996-4b3f-1634-9b23c5a1e505,1965-03-19,,999-57-9482,S99999254,X6339296X,Ms.,Rosaura15,,MacGyver246,,,S,white,nonhispanic,F,Oakland  California  US,245 Dooley Road Suite 65,Santa Ana,California,Orange County,6059,92706,33.66814799956326,-117.86719745736428,909553.32,222255.37,48846
e0c02457-7c63-3805-53bd-b94b77039727,1960-09-12,,999-44-5238,S99923114,X58009620X,Mr.,Sergio619,,Salcido465,,,S,white,hispanic,M,Santo Domingo  National District  DO,803 Spencer Road,South Dos Palos,California,Merced County,6047,93665,36.93633517623479,-120.63287464124261,243013.20,561789.50,36487
9f6a80af-4fa3-bd0f-750b-94b7c3f7046d,1955-06-02,,999-41-5047,S99962644,X84006053X,Mrs.,Katherina205,Kimber624,Gutkowski940,,Corwin846,D,white,nonhispanic,F,Camarillo  California  US,947 Treutel Skyway Suite 59,Hayward,California,Alameda County,6001,94544,37.73002643106544,-122.10813657559525,1003313.33,651099.77,47252
4b9c1991-8733-d3f6-777d-6310b5dd7af2,1968-06-16,,999-36-6696,S99958389,X19210523X,Mrs.,Delia459,Kathyrn611,Mann644,,Pagac496,D,asian,hispanic,F,Santa Clara  California  US,1062 Hegmann Row Apt 57,Fresno,California,Fresno County,6019,93706,36.75009277826428,-119.77389264048178,322634.59,1516366.39,31206
6b060c17-b5af-82b5-0417-38644cf1fef5,1965-08-05,,999-32-3520,S99992359,X82894319X,Mr.,Joaquín233,Lucas404,Regalado83,,,M,black,hispanic,M,San Jose  San Jose  CR,129 Brakus Burg,Fontana,California,San Bernardino County,6071,91739,34.116345053968594,-117.49638373555412,329897.20,67264.62,70549
82340b68-7f78-8d50-15ba-0396be76a381,2000-01-04,,999-82-6124,S99932952,X54806029X,Mr.,Zackary401,,Lehner980,,,,white,nonhispanic,M,Encinitas  California  US,427 Lemke Hollow,Bakersfield,California,Kern County,6029,93306,35.13865465995054,-118.8231036219739,5602.05,97630.98,11774
44a8ca45-6c6e-38bb-fac0-ddbf7a7ee3a4,1987-10-10,,999-51-4389,S99979881,X86178706X,Mr.,Rudolf736,Angelo118,Rohan584,JD,,M,white,nonhispanic,M,Irvine  California  US,110 Johns Wall Suite 79,Ben Lomond,California,Santa Cruz County,6087,95005,37.11559400865473,-122.08517820168393,144536.65,834197.49,432486
7ac6b3c7-cdd7-23c4-52bf-a6cd4440a9d6,1974-06-29,,999-44-4295,S99912564,X73460536X,Mrs.,Norma469,Esperanza675,Valenzuela371,,Esquibel766,W,white,hispanic,F,Caguas  Puerto Rico  PR,788 Reynolds Mall,Turlock,California,Stanislaus County,6099,95382,37.53826039606934,-120.87565773180366,228216.66,652547.57,69914
0d7f673c-e7ef-53d0-f561-1a7e9dd15d0c,1968-01-07,,999-73-2801,S99951408,X61839954X,Mrs.,Lashunda872,Leanna255,Kautzer186,,Little434,M,white,nonhispanic,F,Los Angeles  California  US,378 Yundt Plaza,Moreno Valley,California,Riverside County,6065,92557,33.84209984512405,-117.09515014232036,1280973.65,1888666.26,38068
e0b758ad-b2b3-8de6-ea86-e7cfb37eeaa4,1947-11-07,,999-90-9896,S99989543,X30418634X,Ms.,Shandra823,Elly836,Parisian75,,,S,white,hispanic,F,San Francisco  California  US,355 Kulas Passage Apt 81,Hawthorne,California,Los Angeles County,6037,90260,33.92178301307071,-118.35700522799549,1170582.78,642215.88,45097
d9fb22dd-45ab-41e3-7c6c-393d74805e67,1953-06-05,,999-94-7134,S99998446,X48259994X,Mrs.,Mari763,Thora330,Kuphal363,,Fadel536,W,black,nonhispanic,F,Rancho Cucamonga  California  US,291 Wintheiser Dam Apt 49,Corona,California,Riverside County,6065,92860,33.79207304722319,-117.55296504887082,432971.34,526024.54,35382
6be6dbc4-b4fa-be8d-bc6f-1439800193f2,1944-12-28,,999-15-1972,S99963662,X76290239X,Mrs.,Elisa944,,Muñiz642,,Melgar516,M,asian,hispanic,F,Wesley  Saint Andrew Parish  DM,228 Osinski Ramp Unit 30,Santa Ana,California,Orange County,6059,92706,33.77838067963616,-117.87696246087879,108297.28,1781368.63,12959
12e6dd54-169a-78f9-02f0-e7e41b07b0eb,2005-03-16,,999-85-8101,S99937186,,Ms.,Kandi717,Tran115,Romaguera67,,,,white,nonhispanic,F,San Marino  California  US,672 Koelpin Glen,Woodland,California,Yolo County,6113,95695,38.66004436093744,-121.7407565116409,98282.88,26711.49,98212
73c66565-1b7f-5b57-4029-83de693606a4,1995-09-28,2011-06-18,999-29-2923,,,,Lia388,Lashon823,Rosenbaum794,,,,white,nonhispanic,F,San Francisco  California  US,1073 Wunsch Quay Suite 85,La Habra,California,Orange County,6059,92835,33.89059853588307,-117.96407200745965,55370.85,74730.29,47115
a832f5fa-07a9-e8ef-dc1a-8df6376be9cf,1984-08-14,,999-53-3586,S99965340,X61900330X,Mr.,Korey682,Fred155,Howell947,,,M,asian,nonhispanic,M,San Diego  California  US,542 Connelly Dam Suite 86,San Diego,California,San Diego County,6073,92103,32.6096840762082,-116.971407591123,241436.65,266410.11,147544
8ca8f7ce-77b0-d11e-09cf-5d946ee0c801,1995-09-28,,999-21-7909,S99974805,X2557923X,Mrs.,Shena75,Bea654,Schinner682,,McGlynn426,M,white,nonhispanic,F,Jurupa Valley  California  US,682 Emmerich Estate,La Habra,California,Orange County,6059,92835,33.96687461178963,-117.97673557492169,119598.13,308154.17,47115
e468e3f0-9c9c-5374-b953-db1ba26c9617,2006-02-26,,999-43-9141,S99925014,,Ms.,Towanda270,Darla154,Harvey63,,,,white,nonhispanic,F,Reedley  California  US,418 Grimes Path,Los Angeles,California,Los Angeles County,6037,90018,34.10506505050679,-118.41202546693044,55276.76,30527.27,50734
2b440c6c-29db-af6a-02a2-30a13411bf78,1983-06-11,,999-48-8318,S99913647,X42911559X,Mr.,Noah480,Micah422,Weber641,,,D,white,nonhispanic,M,Taft  California  US,611 Grant Trafficway,Torrance,California,Los Angeles County,6037,90503,33.866665157637456,-118.3666485453354,125092.50,839360.84,156762
3cb00951-f5a6-8180-00d2-ae0322d2ea7d,1970-07-16,,999-42-7034,S99945922,X48551968X,Mr.,Colton403,Randall756,Gislason620,,,D,white,nonhispanic,M,Salinas  California  US,420 Kovacek Rue Suite 62,Bakersfield,California,Kern County,6029,93311,35.33671145887733,-119.05388389282035,22107.95,1219836.96,5321
b29d5c39-026f-83b0-9e74-963143634b97,2001-12-10,,999-48-6275,S99985274,X19284957X,Mr.,Marc757,Jamie386,Batz141,,,,hawaiian,nonhispanic,M,San Diego  California  US,344 Waters Way,Twentynine Palms,California,San Bernardino County,6071,92277,34.24432010923632,-116.03035741456874,90986.04,0.00,80366
229a1e6d-1714-f0cd-8253-a8729632291e,1963-07-25,,999-53-4027,S99978614,X13015657X,Mr.,Rey54,Roman389,Treutel973,,,M,white,nonhispanic,M,Riverside  California  US,318 Pacocha Drive,Los Angeles,California,Los Angeles County,6037,90056,34.04212141895269,-118.45585242985203,57886.89,266249.23,38346
abc45bec-b36e-3f75-e1d9-8773646608f3,1969-03-28,,999-47-1555,S99910992,X88083895X,Mrs.,Marcela739,,Almanza534,,Barela183,M,asian,hispanic,F,La Paz  Baja California  MX,486 Simonis Parade Suite 41,Sacramento,California,Sacramento County,6067,95864,38.63430882675248,-121.41006280967495,1127303.98,746348.10,89243
54a6f9f9-8f70-4897-015c-3762e169e70f,2000-02-03,,999-85-7848,S99910725,X67872669X,Mr.,Jc393,Demarcus108,Leffler128,,,,white,nonhispanic,M,Seaside  California  US,246 Ondricka Glen,Los Angeles,California,Los Angeles County,6037,90016,34.08060741113242,-118.45898596700583,18925.36,824405.04,41602
9cb5a91e-6d01-1996-6b45-a6ddd9b7076c,1996-05-11,,999-22-7778,S99968413,X52835851X,Mr.,Miguel Ángel46,José Emilio366,Robles531,,,M,white,hispanic,M,La Paz  Baja California  MX,1026 Huels Boulevard,San Diego,California,San Diego County,6073,92111,32.78112320195534,-117.19988692216377,119341.03,9941.23,969207
eb76c027-3233-acb1-fd9a-099047ca7cb4,1954-03-26,,999-44-9063,S99941669,X3111112X,Mr.,Arlie183,Thomas756,Yundt842,,,W,black,nonhispanic,M,Bayview  California  US,644 Reilly Bypass,Fair Oaks,California,Sacramento County,6067,95628,38.62628080485814,-121.25599748748017,385462.32,127098.09,68761
fb00b97e-91b2-234e-4c91-09276b3d8366,2011-09-08,,999-48-1687,,,,Kristina583,Joi660,Pfeffer420,,,,white,nonhispanic,F,Fresno  California  US,862 Kris Gateway,Stockton,California,San Joaquin County,6077,95210,37.9838733296254,-121.28113360524533,2000.00,23228.18,11612
aeb6fd40-c0da-23a8-7b46-6c9fe558d7b2,2021-05-14,,999-22-1245,,,,María del Carmen27,Inés791,Garay400,,,,white,hispanic,F,Gaudalajara  Jalisco  MX,934 Schamberger Route,San Diego,California,San Diego County,6073,92134,32.67926556722606,-117.15965437755452,1350.00,27107.78,15181
780ec78c-22a0-fcdb-17c6-ae9b2fcace9c,1948-02-08,,999-23-8384,S99949293,X34212925X,Mrs.,Juliane376,Maryanna659,O'Hara248,,Boyle917,M,white,hispanic,F,Los Angeles  California  US,693 Williamson Lock Unit 73,Winton,California,Merced County,6047,95388,37.433948428026554,-120.55541433315304,967611.30,825329.39,56549
e5b40b82-031b-610f-787e-2a4242efcfea,2015-06-08,,999-80-5043,,,,Romaine793,,Brakus656,,,,white,nonhispanic,F,Sunnyvale  California  US,203 Ortiz Wall Suite 23,Mira Monte,California,Ventura County,,00000,34.4708253512207,-119.28930042645982,17590.21,11016.11,57181
08b3d6d2-696d-0746-a0d3-c2a5d463f7ba,2001-03-10,,999-17-8313,S99986842,X21329772X,Ms.,Jenna662,,Turner526,,,,white,nonhispanic,F,San Francisco  California  US,835 Ondricka Haven Unit 91,Pasatiempo,California,Santa Cruz County,,00000,37.03736265577278,-122.01974680493464,132277.15,315549.94,923850
7e1e93f8-2031-7073-b428-b300a71d0b5f,1943-11-28,2015-05-03,999-39-3058,S99987632,X67836513X,Mrs.,Kirsten270,Santana368,Heidenreich818,,O'Hara248,M,white,nonhispanic,F,Lafayette  California  US,576 Kuvalis Dale,Oceanside,California,San Diego County,6073,92010,33.34494083225661,-117.15949053820493,409463.57,756814.53,39885
9ecb78eb-1783-f5e7-2527-05dcb17916d8,2005-07-17,,999-28-6335,S99979480,,Mr.,Ryan260,,Swaniawski813,,,,white,nonhispanic,M,San Jose  California  US,1068 Larkin Underpass Apt 68,Kingsburg,California,Fresno County,6107,93631,36.4976895206466,-119.52858882796411,3550.00,74474.50,11792
3237ddd9-55c0-a584-90cc-83b1d1ae39bf,2018-03-19,,999-31-2229,,,,Concepción765,María del Carmen27,Razo972,,,,asian,hispanic,F,Carolina  Puerto Rico  PR,187 Emmerich Parade,Parlier,California,Fresno County,6019,93648,36.64838436486959,-119.47132407985396,1900.00,27935.73,15648
801f9570-e398-cfde-9c80-2381c03ab30e,2022-03-21,,999-39-5076,,,,Ernest565,Rhett759,Gorczany269,,,,white,hispanic,M,Riverside  California  US,632 Batz Common Unit 53,Bakersfield,California,Kern County,6029,93314,35.33793292613571,-118.99945830334667,28367.01,0.00,69740
3c865c64-7112-8dc1-d3a4-a5a102bede45,2012-11-06,,999-65-8389,,,,Norman647,Gregg522,Christiansen251,,,,white,hispanic,M,Lynwood  California  US,1018 Gusikowski Trailer,San Bruno,California,San Mateo County,6081,94030,37.60512472483575,-122.36123525356365,40526.43,1180.38,125832
2e0d8346-a814-beef-2762-b23c2c047af2,1943-11-28,,999-93-6314,S99923954,X31726446X,Mrs.,Estella474,Taren286,Lakin515,,Yost751,M,white,nonhispanic,F,Los Angeles  California  US,657 Little Mews,Oceanside,California,San Diego County,6073,92081,33.24091235752175,-117.16118894757787,1823638.98,659715.72,39885
d172514a-6703-7f8e-b76d-a9ddc6e49a5b,2002-10-21,,999-24-9427,S99941019,X1096451X,Mr.,Adolfo777,,Jaskolski867,,,,white,nonhispanic,M,Alameda  California  US,327 Jerde Common Suite 22,Orange,California,Orange County,6059,92868,33.77433727732648,-117.97727470883032,20189.30,217881.43,29632
98b29475-c028-0a58-e08f-0cd93982a198,1991-11-25,,999-48-9706,S99911389,X3500917X,Mr.,Esteban536,César846,Cordero852,,,M,black,hispanic,M,Kingston  Kingston  JM,339 Durgan Course Apt 89,Hesperia,California,San Bernardino County,6071,92344,34.4278087833104,-117.1665487423323,7163.53,244530.87,15718
2ff5b5a6-d177-3b18-8e85-efa8aa817da5,1995-06-27,,999-57-6646,S99929318,X69782992X,Mr.,Neil122,Julio255,Littel644,,,M,white,hispanic,M,Newcastle  California  US,341 Price Landing Suite 26,Irvine,California,Orange County,6059,92630,33.67927016174437,-117.85205301609285,112214.19,28489.06,160644
8196e80b-2dd7-6f13-8bd2-432e7b14e47b,1993-02-11,,999-85-2624,S99910577,X76802478X,Mr.,Rupert654,Jarrod316,Lebsack687,,,M,white,nonhispanic,M,Los Angeles  California  US,883 Jacobson Avenue Suite 98,Los Angeles,California,Los Angeles County,6037,91306,34.28805928938378,-118.56843589473367,3136.48,119572.16,4579
33d477d9-1fe8-91c1-cba0-6bd8f8415e65,2010-07-20,,999-62-8911,,,,Jimmie93,Sterling124,Willms744,,,,white,nonhispanic,M,Los Angeles  California  US,246 Beahan Throughway Unit 79,Huntington Beach,California,Orange County,6059,92683,33.67303229191419,-117.9581282305483,56966.33,1621.91,807493
b5ee241c-8d9f-67a4-437a-5665fb026da3,1999-04-20,,999-75-5198,S99943077,X2364198X,Ms.,Chantelle310,,Kulas532,,,,white,nonhispanic,F,Orcutt  California  US,157 Walsh Highlands Suite 20,East Palo Alto,California,San Mateo County,6085,94303,37.50213389896496,-122.09603432351479,111633.27,18197.22,145751
de064367-b981-212e-7640-35b1c6fc7b50,2010-11-13,,999-21-7544,,,,Tobias236,Moises22,Walsh511,,,,asian,nonhispanic,M,Madera  California  US,116 Hane Ville,Folsom,California,Sacramento County,6067,95742,38.67967271988977,-121.15950306255982,56284.44,2979.41,136638
aab91768-4ec3-4c91-e67f-31916a784409,2020-10-01,,999-59-5093,,,,Helena807,,Becker968,,,,white,nonhispanic,F,Los Angeles  California  US,293 Kihn View,Oakland,California,Alameda County,6001,94610,37.80363212586035,-122.21734936331164,5363.62,4281.40,55062
2add8cb0-9ec4-15de-4e5b-e812509a5068,1970-05-17,,999-59-2264,S99994855,X47529053X,Mrs.,Barbara209,Leonor133,Prieto999,,Bañuelos542,D,white,hispanic,F,Bogota  Bogota  CO,434 Wisozk Road,Castro Valley,California,Alameda County,6001,94552,37.711444687458396,-122.05133058966452,358864.15,631722.62,162002
509acf6b-ef54-fc75-32c0-3b542ba71495,1969-03-19,,999-20-3416,S99917923,X22702396X,Mr.,Francesco636,Charles364,Weber641,,,M,asian,nonhispanic,M,San Jose  California  US,765 Braun Lane,Fairfield,California,Solano County,6095,94585,38.25087581971887,-122.15339850753453,94127.44,88521.38,42555
cf0317fa-538c-da95-fa7c-eb5466ede656,1990-11-02,,999-81-9986,S99971865,X29688086X,Mr.,Bo157,Reginald96,Armstrong51,,,M,white,hispanic,M,Loma Linda  California  US,728 Kuhlman Lane Suite 85,West Covina,California,Los Angeles County,6037,91724,34.03693073160944,-117.82840191047524,16790.02,69973.53,38991
ddfa516a-3f42-af6c-5779-548d6943e116,1987-12-11,,999-48-9374,S99968134,X42203799X,Mr.,Stanley702,Andres25,Terry864,,,M,asian,nonhispanic,M,Macau  Macao Special Administrative Region of the People's Republic of China  CN,230 Anderson Mill,Los Angeles,California,Los Angeles County,6037,90003,34.021704372831046,-118.45469244817012,140782.57,44665.30,61420
36b04a95-4c30-db64-3e7a-1215ebdb5c33,2024-11-03,,999-65-3913,,,,Emilio417,Sancho742,Bahena335,,,,white,hispanic,M,Mexico City  Mexico City  MX,922 O'Connell Loaf,Poway,California,San Diego County,6073,92131,32.91525361214913,-117.09707757421671,1468.84,43.37,103562
4bfd1cb9-8984-249c-c37f-2353c74f66a6,2016-08-21,,999-68-2719,,,,Carmelo33,Wilber603,Stamm704,,,,white,nonhispanic,M,Lemon Hill  California  US,713 Roberts Tunnel Suite 55,San Diego,California,San Diego County,6073,92126,32.80275797027553,-117.19202448283845,34401.52,5577.60,165558
47a09a92-ead2-b13a-c858-5adb5b8613ad,2005-04-25,2006-06-07,999-21-5081,,,,Randell912,,Murphy561,,,,white,nonhispanic,M,San Rafael  California  US,371 Considine Haven Suite 65,Walnut,California,Los Angeles County,6037,91768,34.09596389104403,-117.79272438693637,10974.27,14880.20,144968
3fc45605-33b6-b9ad-6e8a-135b587c69ac,2005-04-25,,999-48-6120,S99935365,,Mr.,Antone63,Felipe97,Donnelly343,,,,white,nonhispanic,M,San Francisco  California  US,751 Cartwright Drive,Walnut,California,Los Angeles County,6037,91724,34.122671310262234,-117.80876259802,84089.12,17749.63,144968
1430c5ce-aacb-45c3-6ffe-ff517a569541,1971-07-31,,999-72-8177,S99953656,X58610987X,Mr.,Clair921,Fermin479,Schuster709,,,D,hawaiian,nonhispanic,M,San Francisco  California  US,433 Goodwin Bay Apt 57,La Habra,California,Orange County,6059,92835,33.93253639900795,-117.92861381884279,209565.30,0.00,99709
cf5956bb-34f2-841b-2505-57b99991c377,1991-03-14,2023-12-31,999-36-9799,S99912173,X71087266X,Mrs.,Dagmar148,Krystal150,Harber290,,Hills818,M,white,nonhispanic,F,Paramount  California  US,592 Schinner Heights Suite 91,Redlands,California,San Bernardino County,6071,92399,34.02981406871675,-117.14437007132939,107247.98,47427.42,47402
0d03cc3c-5fc3-79bf-1e7c-982cff303066,1965-05-04,,999-72-6031,S99972816,X47884555X,Mr.,Chester802,,Harber290,,,S,asian,hispanic,M,Simi Valley  California  US,927 Johnson Rest Suite 12,West Puente Valley,California,Los Angeles County,,00000,34.058275773156105,-118.01615930075528,57603.77,975143.32,13758
fd961c6a-a6ea-21d0-1866-bf1a6a892b2f,1991-03-14,,999-18-8730,S99988444,X30836166X,Mrs.,Lillian593,Theo630,Jacobi462,,Willms744,M,white,nonhispanic,F,San Diego  California  US,351 White Stravenue Apt 50,Redlands,California,San Bernardino County,6071,92374,34.09956914990568,-117.13851566077376,221740.93,1228598.84,47402
ca424f09-df70-f4a9-986f-8e11f4dd838b,1973-07-27,,999-24-6810,S99969307,X41717603X,Mr.,Cliff504,,Hahn503,,,S,white,nonhispanic,M,Sacramento  California  US,382 Nader Passage,Santa Ana,California,Orange County,6059,92705,33.694866350303236,-117.7980304198809,127491.81,27637.72,49151
2a76c0e3-1e73-2109-3d5e-8a8871fe35d7,1957-02-20,,999-20-5991,S99967549,X20392133X,Mr.,Clemente531,Óscar156,Villa94,,,D,white,hispanic,M,Santo Domingo  National District  DO,1070 Stroman Annex,Santa Maria,California,Santa Barbara County,6083,93454,34.876726142990975,-120.36790715056,134382.52,273891.93,35491
6a638349-4d85-7671-110b-41c3347b1d97,1995-09-02,,999-31-9191,S99949231,X77956985X,Mrs.,Jesusita936,Davida245,Streich926,,Hahn503,M,asian,nonhispanic,F,Greenfield  California  US,427 McDermott Lock Apt 34,Sacramento,California,Sacramento County,6067,95838,38.51180410465625,-121.29358882116647,13734.17,1550380.28,78111
6099312c-bb96-dbc6-c51c-00ca66e0273a,1975-06-09,1979-07-28,999-25-2889,,,,Jarred626,Brock407,Gislason620,,,,white,nonhispanic,M,Anaheim  California  US,498 Dare Passage Apt 52,Long Beach,California,Los Angeles County,6037,90806,33.7486665395022,-118.16870391115918,5879.69,0.00,104753
9997b8ce-f9ed-19b2-c67c-9e0ae75862a7,1974-01-26,,999-95-7186,S99963421,X74315905X,Mrs.,Marquitta546,Cathie710,Barton704,,Medhurst46,M,white,hispanic,F,Montebello  California  US,963 Wunsch Gateway Unit 80,Quartz Hill,California,Los Angeles County,6037,93536,34.72729273488978,-118.40174211568998,583857.48,588493.09,41828
0255e447-8975-9a0a-965f-75266aaa37f1,2002-04-29,,999-53-1358,S99960445,X26657191X,Ms.,Marcelene872,Brande998,Sporer811,,,,white,nonhispanic,F,San Diego  California  US,1074 Botsford Mall,Stanford,California,Santa Clara County,6085,94305,37.39695606318295,-122.14144640057826,6717.79,210206.53,5348
a05f9d67-e117-04f6-f225-691fb7ba627f,1975-06-09,,999-48-3647,S99979760,X48305461X,Mr.,Russell422,,Parisian75,,,W,white,nonhispanic,M,Los Angeles  California  US,1014 Hane Ferry Apt 54,Long Beach,California,Los Angeles County,6037,90814,33.73930641411371,-118.25416019615746,130291.80,1448.20,104753
ca286431-e75a-ccdb-f1bf-b3d1bf3e6ef1,1993-03-22,,999-98-9577,S99989772,X20817249X,Ms.,Gilma310,Elisa944,Bogan287,,,S,white,hispanic,F,Victorville  California  US,1002 Schimmel Underpass Suite 83,Lancaster,California,Los Angeles County,6037,93536,34.6753529553044,-118.16565775273361,10730.49,434236.02,16805
ed95baea-6b99-fbd8-5dde-6b6402221cfb,1963-11-22,,999-80-2914,S99915843,X85712742X,Ms.,Clelia416,Vesta905,Rodriguez71,,,S,white,nonhispanic,F,Livermore  California  US,132 Bergstrom Vista Suite 63,Yuba City,California,Sutter County,6101,95993,39.08138488690339,-121.67852413594122,481702.78,985980.43,26040
